REGION,TECHNOLOGY,FUEL,MODE_OF_OPERATION,YEAR,VALUE
REGION1,SECO00X00,SECO,1,2060,1.0
REGION1,SECOCHPH3,SEE1,1,2015,1.0
REGION1,SECOCHPH3,SEE1,1,2016,1.0
REGION1,SECOCHPH3,SEE1,1,2017,1.0
REGION1,SECOCHPH3,SEE1,1,2018,1.0
REGION1,SECOCHPH3,SEE1,1,2019,1.0
REGION1,SECOCHPH3,SEE1,1,2020,1.0
REGION1,SECOCHPH3,SEE1,1,2021,1.0
REGION1,SECOCHPH3,SEE1,1,2022,1.0
REGION1,SECOCHPH3,SEE1,1,2023,1.0
REGION1,SECOCHPH3,SEE1,1,2024,1.0
REGION1,SECOCHPH3,SEE1,1,2025,1.0
REGION1,SECOCHPH3,SEE1,1,2026,1.0
REGION1,SECOCHPH3,SEE1,1,2027,1.0
REGION1,SECOCHPH3,SEE1,1,2028,1.0
REGION1,SECOCHPH3,SEE1,1,2029,1.0
REGION1,SECOCHPH3,SEE1,1,2030,1.0
REGION1,SECOCHPH3,SEE1,1,2031,1.0
REGION1,SECOCHPH3,SEE1,1,2032,1.0
REGION1,SECOCHPH3,SEE1,1,2033,1.0
REGION1,SECOCHPH3,SEE1,1,2034,1.0
REGION1,SECOCHPH3,SEE1,1,2035,1.0
REGION1,SECOCHPH3,SEE1,1,2036,1.0
REGION1,SECOCHPH3,SEE1,1,2037,1.0
REGION1,SECOCHPH3,SEE1,1,2038,1.0
REGION1,SECOCHPH3,SEE1,1,2039,1.0
REGION1,SECOCHPH3,SEE1,1,2040,1.0
REGION1,SECOCHPH3,SEE1,1,2041,1.0
REGION1,SECOCHPH3,SEE1,1,2042,1.0
REGION1,SECOCHPH3,SEE1,1,2043,1.0
REGION1,SECOCHPH3,SEE1,1,2044,1.0
REGION1,SECOCHPH3,SEE1,1,2045,1.0
REGION1,SECOCHPH3,SEE1,1,2046,1.0
REGION1,SECOCHPH3,SEE1,1,2047,1.0
REGION1,SECOCHPH3,SEE1,1,2048,1.0
REGION1,SECOCHPH3,SEE1,1,2049,1.0
REGION1,SECOCHPH3,SEE1,1,2050,1.0
REGION1,SECOCHPH3,SEE1,1,2051,1.0
REGION1,SECOCHPH3,SEE1,1,2052,1.0
REGION1,SECOCHPH3,SEE1,1,2053,1.0
REGION1,SECOCHPH3,SEE1,1,2054,1.0
REGION1,SECOCHPH3,SEE1,1,2055,1.0
REGION1,SECOCHPH3,SEE1,1,2056,1.0
REGION1,SECOCHPH3,SEE1,1,2057,1.0
REGION1,SECOCHPH3,SEE1,1,2058,1.0
REGION1,SECOCHPH3,SEE1,1,2059,1.0
REGION1,SECOCHPH3,SEE1,1,2060,1.0
REGION1,SECOCSPN2,SEE1,1,2015,1.0
REGION1,SECOCSPN2,SEE1,1,2016,1.0
REGION1,SECOCSPN2,SEE1,1,2017,1.0
REGION1,SECOCSPN2,SEE1,1,2018,1.0
REGION1,SECOCSPN2,SEE1,1,2019,1.0
REGION1,SECOCSPN2,SEE1,1,2020,1.0
REGION1,SECOCSPN2,SEE1,1,2021,1.0
REGION1,SECOCSPN2,SEE1,1,2022,1.0
REGION1,SECOCSPN2,SEE1,1,2023,1.0
REGION1,SECOCSPN2,SEE1,1,2024,1.0
REGION1,SECOCSPN2,SEE1,1,2025,1.0
REGION1,SECOCSPN2,SEE1,1,2026,1.0
REGION1,SECOCSPN2,SEE1,1,2027,1.0
REGION1,SECOCSPN2,SEE1,1,2028,1.0
REGION1,SECOCSPN2,SEE1,1,2029,1.0
REGION1,SECOCSPN2,SEE1,1,2030,1.0
REGION1,SECOCSPN2,SEE1,1,2031,1.0
REGION1,SECOCSPN2,SEE1,1,2032,1.0
REGION1,SECOCSPN2,SEE1,1,2033,1.0
REGION1,SECOCSPN2,SEE1,1,2034,1.0
REGION1,SECOCSPN2,SEE1,1,2035,1.0
REGION1,SECOCSPN2,SEE1,1,2036,1.0
REGION1,SECOCSPN2,SEE1,1,2037,1.0
REGION1,SECOCSPN2,SEE1,1,2038,1.0
REGION1,SECOCSPN2,SEE1,1,2039,1.0
REGION1,SECOCSPN2,SEE1,1,2040,1.0
REGION1,SECOCSPN2,SEE1,1,2041,1.0
REGION1,SECOCSPN2,SEE1,1,2042,1.0
REGION1,SECOCSPN2,SEE1,1,2043,1.0
REGION1,SECOCSPN2,SEE1,1,2044,1.0
REGION1,SECOCSPN2,SEE1,1,2045,1.0
REGION1,SECOCSPN2,SEE1,1,2046,1.0
REGION1,SECOCSPN2,SEE1,1,2047,1.0
REGION1,SECOCSPN2,SEE1,1,2048,1.0
REGION1,SECOCSPN2,SEE1,1,2049,1.0
REGION1,SECOCSPN2,SEE1,1,2050,1.0
REGION1,SECOCSPN2,SEE1,1,2051,1.0
REGION1,SECOCSPN2,SEE1,1,2052,1.0
REGION1,SECOCSPN2,SEE1,1,2053,1.0
REGION1,SECOCSPN2,SEE1,1,2054,1.0
REGION1,SECOCSPN2,SEE1,1,2055,1.0
REGION1,SECOCSPN2,SEE1,1,2056,1.0
REGION1,SECOCSPN2,SEE1,1,2057,1.0
REGION1,SECOCSPN2,SEE1,1,2058,1.0
REGION1,SECOCSPN2,SEE1,1,2059,1.0
REGION1,SECOCSPN2,SEE1,1,2060,1.0
REGION1,SECOSTPH1,SEE1,1,2015,1.0
REGION1,SECOSTPH1,SEE1,1,2016,1.0
REGION1,SECOSTPH1,SEE1,1,2017,1.0
REGION1,SECOSTPH1,SEE1,1,2018,1.0
REGION1,SECOSTPH1,SEE1,1,2019,1.0
REGION1,SECOSTPH1,SEE1,1,2020,1.0
REGION1,SECOSTPH1,SEE1,1,2021,1.0
REGION1,SECOSTPH1,SEE1,1,2022,1.0
REGION1,SECOSTPH1,SEE1,1,2023,1.0
REGION1,SECOSTPH1,SEE1,1,2024,1.0
REGION1,SECOSTPH1,SEE1,1,2025,1.0
REGION1,SECOSTPH1,SEE1,1,2026,1.0
REGION1,SECOSTPH1,SEE1,1,2027,1.0
REGION1,SECOSTPH1,SEE1,1,2028,1.0
REGION1,SECOSTPH1,SEE1,1,2029,1.0
REGION1,SECOSTPH1,SEE1,1,2030,1.0
REGION1,SECOSTPH1,SEE1,1,2031,1.0
REGION1,SECOSTPH1,SEE1,1,2032,1.0
REGION1,SECOSTPH1,SEE1,1,2033,1.0
REGION1,SECOSTPH1,SEE1,1,2034,1.0
REGION1,SECOSTPH1,SEE1,1,2035,1.0
REGION1,SECOSTPH1,SEE1,1,2036,1.0
REGION1,SECOSTPH1,SEE1,1,2037,1.0
REGION1,SECOSTPH1,SEE1,1,2038,1.0
REGION1,SECOSTPH1,SEE1,1,2039,1.0
REGION1,SECOSTPH1,SEE1,1,2040,1.0
REGION1,SECOSTPH1,SEE1,1,2041,1.0
REGION1,SECOSTPH1,SEE1,1,2042,1.0
REGION1,SECOSTPH1,SEE1,1,2043,1.0
REGION1,SECOSTPH1,SEE1,1,2044,1.0
REGION1,SECOSTPH1,SEE1,1,2045,1.0
REGION1,SECOSTPH1,SEE1,1,2046,1.0
REGION1,SECOSTPH1,SEE1,1,2047,1.0
REGION1,SECOSTPH1,SEE1,1,2048,1.0
REGION1,SECOSTPH1,SEE1,1,2049,1.0
REGION1,SECOSTPH1,SEE1,1,2050,1.0
REGION1,SECOSTPH1,SEE1,1,2051,1.0
REGION1,SECOSTPH1,SEE1,1,2052,1.0
REGION1,SECOSTPH1,SEE1,1,2053,1.0
REGION1,SECOSTPH1,SEE1,1,2054,1.0
REGION1,SECOSTPH1,SEE1,1,2055,1.0
REGION1,SECOSTPH1,SEE1,1,2056,1.0
REGION1,SECOSTPH1,SEE1,1,2057,1.0
REGION1,SECOSTPH1,SEE1,1,2058,1.0
REGION1,SECOSTPH1,SEE1,1,2059,1.0
REGION1,SECOSTPH1,SEE1,1,2060,1.0
REGION1,SECOSTPH3,SEE1,1,2015,1.0
REGION1,SECOSTPH3,SEE1,1,2016,1.0
REGION1,SECOSTPH3,SEE1,1,2017,1.0
REGION1,SECOSTPH3,SEE1,1,2018,1.0
REGION1,SECOSTPH3,SEE1,1,2019,1.0
REGION1,SECOSTPH3,SEE1,1,2020,1.0
REGION1,SECOSTPH3,SEE1,1,2021,1.0
REGION1,SECOSTPH3,SEE1,1,2022,1.0
REGION1,SECOSTPH3,SEE1,1,2023,1.0
REGION1,SECOSTPH3,SEE1,1,2024,1.0
REGION1,SECOSTPH3,SEE1,1,2025,1.0
REGION1,SECOSTPH3,SEE1,1,2026,1.0
REGION1,SECOSTPH3,SEE1,1,2027,1.0
REGION1,SECOSTPH3,SEE1,1,2028,1.0
REGION1,SECOSTPH3,SEE1,1,2029,1.0
REGION1,SECOSTPH3,SEE1,1,2030,1.0
REGION1,SECOSTPH3,SEE1,1,2031,1.0
REGION1,SECOSTPH3,SEE1,1,2032,1.0
REGION1,SECOSTPH3,SEE1,1,2033,1.0
REGION1,SECOSTPH3,SEE1,1,2034,1.0
REGION1,SECOSTPH3,SEE1,1,2035,1.0
REGION1,SECOSTPH3,SEE1,1,2036,1.0
REGION1,SECOSTPH3,SEE1,1,2037,1.0
REGION1,SECOSTPH3,SEE1,1,2038,1.0
REGION1,SECOSTPH3,SEE1,1,2039,1.0
REGION1,SECOSTPH3,SEE1,1,2040,1.0
REGION1,SECOSTPH3,SEE1,1,2041,1.0
REGION1,SECOSTPH3,SEE1,1,2042,1.0
REGION1,SECOSTPH3,SEE1,1,2043,1.0
REGION1,SECOSTPH3,SEE1,1,2044,1.0
REGION1,SECOSTPH3,SEE1,1,2045,1.0
REGION1,SECOSTPH3,SEE1,1,2046,1.0
REGION1,SECOSTPH3,SEE1,1,2047,1.0
REGION1,SECOSTPH3,SEE1,1,2048,1.0
REGION1,SECOSTPH3,SEE1,1,2049,1.0
REGION1,SECOSTPH3,SEE1,1,2050,1.0
REGION1,SECOSTPH3,SEE1,1,2051,1.0
REGION1,SECOSTPH3,SEE1,1,2052,1.0
REGION1,SECOSTPH3,SEE1,1,2053,1.0
REGION1,SECOSTPH3,SEE1,1,2054,1.0
REGION1,SECOSTPH3,SEE1,1,2055,1.0
REGION1,SECOSTPH3,SEE1,1,2056,1.0
REGION1,SECOSTPH3,SEE1,1,2057,1.0
REGION1,SECOSTPH3,SEE1,1,2058,1.0
REGION1,SECOSTPH3,SEE1,1,2059,1.0
REGION1,SECOSTPH3,SEE1,1,2060,1.0
REGION1,SEEL00TD0,SEE2,1,2015,0.95
REGION1,SEEL00TD0,SEE2,1,2016,0.95
REGION1,SEEL00TD0,SEE2,1,2017,0.95
REGION1,SEEL00TD0,SEE2,1,2018,0.95
REGION1,SEEL00TD0,SEE2,1,2019,0.95
REGION1,SEEL00TD0,SEE2,1,2020,0.95
REGION1,SEEL00TD0,SEE2,1,2021,0.95
REGION1,SEEL00TD0,SEE2,1,2022,0.95
REGION1,SEEL00TD0,SEE2,1,2023,0.95
REGION1,SEEL00TD0,SEE2,1,2024,0.95
REGION1,SEEL00TD0,SEE2,1,2025,0.95
REGION1,SEEL00TD0,SEE2,1,2026,0.95
REGION1,SEEL00TD0,SEE2,1,2027,0.95
REGION1,SEEL00TD0,SEE2,1,2028,0.95
REGION1,SEEL00TD0,SEE2,1,2029,0.95
REGION1,SEEL00TD0,SEE2,1,2030,0.95
REGION1,SEEL00TD0,SEE2,1,2031,0.95
REGION1,SEEL00TD0,SEE2,1,2032,0.95
REGION1,SEEL00TD0,SEE2,1,2033,0.95
REGION1,SEEL00TD0,SEE2,1,2034,0.95
REGION1,SEEL00TD0,SEE2,1,2035,0.95
REGION1,SEEL00TD0,SEE2,1,2036,0.95
REGION1,SEEL00TD0,SEE2,1,2037,0.95
REGION1,SEEL00TD0,SEE2,1,2038,0.95
REGION1,SEEL00TD0,SEE2,1,2039,0.95
REGION1,SEEL00TD0,SEE2,1,2040,0.95
REGION1,SEEL00TD0,SEE2,1,2041,0.95
REGION1,SEEL00TD0,SEE2,1,2042,0.95
REGION1,SEEL00TD0,SEE2,1,2043,0.95
REGION1,SEEL00TD0,SEE2,1,2044,0.95
REGION1,SEEL00TD0,SEE2,1,2045,0.95
REGION1,SEEL00TD0,SEE2,1,2046,0.95
REGION1,SEEL00TD0,SEE2,1,2047,0.95
REGION1,SEEL00TD0,SEE2,1,2048,0.95
REGION1,SEEL00TD0,SEE2,1,2049,0.95
REGION1,SEEL00TD0,SEE2,1,2050,0.95
REGION1,SEEL00TD0,SEE2,1,2051,0.95
REGION1,SEEL00TD0,SEE2,1,2052,0.95
REGION1,SEEL00TD0,SEE2,1,2053,0.95
REGION1,SEEL00TD0,SEE2,1,2054,0.95
REGION1,SEEL00TD0,SEE2,1,2055,0.95
REGION1,SEEL00TD0,SEE2,1,2056,0.95
REGION1,SEEL00TD0,SEE2,1,2057,0.95
REGION1,SEEL00TD0,SEE2,1,2058,0.95
REGION1,SEEL00TD0,SEE2,1,2059,0.95
REGION1,SEEL00TD0,SEE2,1,2060,0.95
REGION1,SEGO00X00,SEGO,1,2015,1.0
REGION1,SEGO00X00,SEGO,1,2016,1.0
REGION1,SEGO00X00,SEGO,1,2017,1.0
REGION1,SEGO00X00,SEGO,1,2018,1.0
REGION1,SEGO00X00,SEGO,1,2019,1.0
REGION1,SEGO00X00,SEGO,1,2020,1.0
REGION1,SEGO00X00,SEGO,1,2021,1.0
REGION1,SEGO00X00,SEGO,1,2022,1.0
REGION1,SEGO00X00,SEGO,1,2023,1.0
REGION1,SEGO00X00,SEGO,1,2024,1.0
REGION1,SEGO00X00,SEGO,1,2025,1.0
REGION1,SEGO00X00,SEGO,1,2026,1.0
REGION1,SEGO00X00,SEGO,1,2027,1.0
REGION1,SEGO00X00,SEGO,1,2028,1.0
REGION1,SEGO00X00,SEGO,1,2029,1.0
REGION1,SEGO00X00,SEGO,1,2030,1.0
REGION1,SEGO00X00,SEGO,1,2031,1.0
REGION1,SEGO00X00,SEGO,1,2032,1.0
REGION1,SEGO00X00,SEGO,1,2033,1.0
REGION1,SEGO00X00,SEGO,1,2034,1.0
REGION1,SEGO00X00,SEGO,1,2035,1.0
REGION1,SEGO00X00,SEGO,1,2036,1.0
REGION1,SEGO00X00,SEGO,1,2037,1.0
REGION1,SEGO00X00,SEGO,1,2038,1.0
REGION1,SEGO00X00,SEGO,1,2039,1.0
REGION1,SEGO00X00,SEGO,1,2040,1.0
REGION1,SEGO00X00,SEGO,1,2041,1.0
REGION1,SEGO00X00,SEGO,1,2042,1.0
REGION1,SEGO00X00,SEGO,1,2043,1.0
REGION1,SEGO00X00,SEGO,1,2044,1.0
REGION1,SEGO00X00,SEGO,1,2045,1.0
REGION1,SEGO00X00,SEGO,1,2046,1.0
REGION1,SEGO00X00,SEGO,1,2047,1.0
REGION1,SEGO00X00,SEGO,1,2048,1.0
REGION1,SEGO00X00,SEGO,1,2049,1.0
REGION1,SEGO00X00,SEGO,1,2050,1.0
REGION1,SEGO00X00,SEGO,1,2051,1.0
REGION1,SEGO00X00,SEGO,1,2052,1.0
REGION1,SEGO00X00,SEGO,1,2053,1.0
REGION1,SEGO00X00,SEGO,1,2054,1.0
REGION1,SEGO00X00,SEGO,1,2055,1.0
REGION1,SEGO00X00,SEGO,1,2056,1.0
REGION1,SEGO00X00,SEGO,1,2057,1.0
REGION1,SEGO00X00,SEGO,1,2058,1.0
REGION1,SEGO00X00,SEGO,1,2059,1.0
REGION1,SEGO00X00,SEGO,1,2060,1.0
REGION1,SEGOCVPH2,SEE1,1,2015,1.0
REGION1,SEGOCVPH2,SEE1,1,2016,1.0
REGION1,SEGOCVPH2,SEE1,1,2017,1.0
REGION1,SEGOCVPH2,SEE1,1,2018,1.0
REGION1,SEGOCVPH2,SEE1,1,2019,1.0
REGION1,SEGOCVPH2,SEE1,1,2020,1.0
REGION1,SEGOCVPH2,SEE1,1,2021,1.0
REGION1,SEGOCVPH2,SEE1,1,2022,1.0
REGION1,SEGOCVPH2,SEE1,1,2023,1.0
REGION1,SEGOCVPH2,SEE1,1,2024,1.0
REGION1,SEGOCVPH2,SEE1,1,2025,1.0
REGION1,SEGOCVPH2,SEE1,1,2026,1.0
REGION1,SEGOCVPH2,SEE1,1,2027,1.0
REGION1,SEGOCVPH2,SEE1,1,2028,1.0
REGION1,SEGOCVPH2,SEE1,1,2029,1.0
REGION1,SEGOCVPH2,SEE1,1,2030,1.0
REGION1,SEGOCVPH2,SEE1,1,2031,1.0
REGION1,SEGOCVPH2,SEE1,1,2032,1.0
REGION1,SEGOCVPH2,SEE1,1,2033,1.0
REGION1,SEGOCVPH2,SEE1,1,2034,1.0
REGION1,SEGOCVPH2,SEE1,1,2035,1.0
REGION1,SEGOCVPH2,SEE1,1,2036,1.0
REGION1,SEGOCVPH2,SEE1,1,2037,1.0
REGION1,SEGOCVPH2,SEE1,1,2038,1.0
REGION1,SEGOCVPH2,SEE1,1,2039,1.0
REGION1,SEGOCVPH2,SEE1,1,2040,1.0
REGION1,SEGOCVPH2,SEE1,1,2041,1.0
REGION1,SEGOCVPH2,SEE1,1,2042,1.0
REGION1,SEGOCVPH2,SEE1,1,2043,1.0
REGION1,SEGOCVPH2,SEE1,1,2044,1.0
REGION1,SEGOCVPH2,SEE1,1,2045,1.0
REGION1,SEGOCVPH2,SEE1,1,2046,1.0
REGION1,SEGOCVPH2,SEE1,1,2047,1.0
REGION1,SEGOCVPH2,SEE1,1,2048,1.0
REGION1,SEGOCVPH2,SEE1,1,2049,1.0
REGION1,SEGOCVPH2,SEE1,1,2050,1.0
REGION1,SEGOCVPH2,SEE1,1,2051,1.0
REGION1,SEGOCVPH2,SEE1,1,2052,1.0
REGION1,SEGOCVPH2,SEE1,1,2053,1.0
REGION1,SEGOCVPH2,SEE1,1,2054,1.0
REGION1,SEGOCVPH2,SEE1,1,2055,1.0
REGION1,SEGOCVPH2,SEE1,1,2056,1.0
REGION1,SEGOCVPH2,SEE1,1,2057,1.0
REGION1,SEGOCVPH2,SEE1,1,2058,1.0
REGION1,SEGOCVPH2,SEE1,1,2059,1.0
REGION1,SEGOCVPH2,SEE1,1,2060,1.0
REGION1,SEHF00I00,SEHF,1,2015,1.0
REGION1,SEHF00I00,SEHF,1,2016,1.0
REGION1,SEHF00I00,SEHF,1,2017,1.0
REGION1,SEHF00I00,SEHF,1,2018,1.0
REGION1,SEHF00I00,SEHF,1,2019,1.0
REGION1,SEHF00I00,SEHF,1,2020,1.0
REGION1,SEHF00I00,SEHF,1,2021,1.0
REGION1,SEHF00I00,SEHF,1,2022,1.0
REGION1,SEHF00I00,SEHF,1,2023,1.0
REGION1,SEHF00I00,SEHF,1,2024,1.0
REGION1,SEHF00I00,SEHF,1,2025,1.0
REGION1,SEHF00I00,SEHF,1,2026,1.0
REGION1,SEHF00I00,SEHF,1,2027,1.0
REGION1,SEHF00I00,SEHF,1,2028,1.0
REGION1,SEHF00I00,SEHF,1,2029,1.0
REGION1,SEHF00I00,SEHF,1,2030,1.0
REGION1,SEHF00I00,SEHF,1,2031,1.0
REGION1,SEHF00I00,SEHF,1,2032,1.0
REGION1,SEHF00I00,SEHF,1,2033,1.0
REGION1,SEHF00I00,SEHF,1,2034,1.0
REGION1,SEHF00I00,SEHF,1,2035,1.0
REGION1,SEHF00I00,SEHF,1,2036,1.0
REGION1,SEHF00I00,SEHF,1,2037,1.0
REGION1,SEHF00I00,SEHF,1,2038,1.0
REGION1,SEHF00I00,SEHF,1,2039,1.0
REGION1,SEHF00I00,SEHF,1,2040,1.0
REGION1,SEHF00I00,SEHF,1,2041,1.0
REGION1,SEHF00I00,SEHF,1,2042,1.0
REGION1,SEHF00I00,SEHF,1,2043,1.0
REGION1,SEHF00I00,SEHF,1,2044,1.0
REGION1,SEHF00I00,SEHF,1,2045,1.0
REGION1,SEHF00I00,SEHF,1,2046,1.0
REGION1,SEHF00I00,SEHF,1,2047,1.0
REGION1,SEHF00I00,SEHF,1,2048,1.0
REGION1,SEHF00I00,SEHF,1,2049,1.0
REGION1,SEHF00I00,SEHF,1,2050,1.0
REGION1,SEHF00I00,SEHF,1,2051,1.0
REGION1,SEHF00I00,SEHF,1,2052,1.0
REGION1,SEHF00I00,SEHF,1,2053,1.0
REGION1,SEHF00I00,SEHF,1,2054,1.0
REGION1,SEHF00I00,SEHF,1,2055,1.0
REGION1,SEHF00I00,SEHF,1,2056,1.0
REGION1,SEHF00I00,SEHF,1,2057,1.0
REGION1,SEHF00I00,SEHF,1,2058,1.0
REGION1,SEHF00I00,SEHF,1,2059,1.0
REGION1,SEHF00I00,SEHF,1,2060,1.0
REGION1,SEHFCCPH2,SEE1,1,2015,1.0
REGION1,SEHFCCPH2,SEE1,1,2016,1.0
REGION1,SEHFCCPH2,SEE1,1,2017,1.0
REGION1,SEHFCCPH2,SEE1,1,2018,1.0
REGION1,SEHFCCPH2,SEE1,1,2019,1.0
REGION1,SEHFCCPH2,SEE1,1,2020,1.0
REGION1,SEHFCCPH2,SEE1,1,2021,1.0
REGION1,SEHFCCPH2,SEE1,1,2022,1.0
REGION1,SEHFCCPH2,SEE1,1,2023,1.0
REGION1,SEHFCCPH2,SEE1,1,2024,1.0
REGION1,SEHFCCPH2,SEE1,1,2025,1.0
REGION1,SEHFCCPH2,SEE1,1,2026,1.0
REGION1,SEHFCCPH2,SEE1,1,2027,1.0
REGION1,SEHFCCPH2,SEE1,1,2028,1.0
REGION1,SEHFCCPH2,SEE1,1,2029,1.0
REGION1,SEHFCCPH2,SEE1,1,2030,1.0
REGION1,SEHFCCPH2,SEE1,1,2031,1.0
REGION1,SEHFCCPH2,SEE1,1,2032,1.0
REGION1,SEHFCCPH2,SEE1,1,2033,1.0
REGION1,SEHFCCPH2,SEE1,1,2034,1.0
REGION1,SEHFCCPH2,SEE1,1,2035,1.0
REGION1,SEHFCCPH2,SEE1,1,2036,1.0
REGION1,SEHFCCPH2,SEE1,1,2037,1.0
REGION1,SEHFCCPH2,SEE1,1,2038,1.0
REGION1,SEHFCCPH2,SEE1,1,2039,1.0
REGION1,SEHFCCPH2,SEE1,1,2040,1.0
REGION1,SEHFCCPH2,SEE1,1,2041,1.0
REGION1,SEHFCCPH2,SEE1,1,2042,1.0
REGION1,SEHFCCPH2,SEE1,1,2043,1.0
REGION1,SEHFCCPH2,SEE1,1,2044,1.0
REGION1,SEHFCCPH2,SEE1,1,2045,1.0
REGION1,SEHFCCPH2,SEE1,1,2046,1.0
REGION1,SEHFCCPH2,SEE1,1,2047,1.0
REGION1,SEHFCCPH2,SEE1,1,2048,1.0
REGION1,SEHFCCPH2,SEE1,1,2049,1.0
REGION1,SEHFCCPH2,SEE1,1,2050,1.0
REGION1,SEHFCCPH2,SEE1,1,2051,1.0
REGION1,SEHFCCPH2,SEE1,1,2052,1.0
REGION1,SEHFCCPH2,SEE1,1,2053,1.0
REGION1,SEHFCCPH2,SEE1,1,2054,1.0
REGION1,SEHFCCPH2,SEE1,1,2055,1.0
REGION1,SEHFCCPH2,SEE1,1,2056,1.0
REGION1,SEHFCCPH2,SEE1,1,2057,1.0
REGION1,SEHFCCPH2,SEE1,1,2058,1.0
REGION1,SEHFCCPH2,SEE1,1,2059,1.0
REGION1,SEHFCCPH2,SEE1,1,2060,1.0
REGION1,SEHFCHPH3,SEE1,1,2015,1.0
REGION1,SEHFCHPH3,SEE1,1,2016,1.0
REGION1,SEHFCHPH3,SEE1,1,2017,1.0
REGION1,SEHFCHPH3,SEE1,1,2018,1.0
REGION1,SEHFCHPH3,SEE1,1,2019,1.0
REGION1,SEHFCHPH3,SEE1,1,2020,1.0
REGION1,SEHFCHPH3,SEE1,1,2021,1.0
REGION1,SEHFCHPH3,SEE1,1,2022,1.0
REGION1,SEHFCHPH3,SEE1,1,2023,1.0
REGION1,SEHFCHPH3,SEE1,1,2024,1.0
REGION1,SEHFCHPH3,SEE1,1,2025,1.0
REGION1,SEHFCHPH3,SEE1,1,2026,1.0
REGION1,SEHFCHPH3,SEE1,1,2027,1.0
REGION1,SEHFCHPH3,SEE1,1,2028,1.0
REGION1,SEHFCHPH3,SEE1,1,2029,1.0
REGION1,SEHFCHPH3,SEE1,1,2030,1.0
REGION1,SEHFCHPH3,SEE1,1,2031,1.0
REGION1,SEHFCHPH3,SEE1,1,2032,1.0
REGION1,SEHFCHPH3,SEE1,1,2033,1.0
REGION1,SEHFCHPH3,SEE1,1,2034,1.0
REGION1,SEHFCHPH3,SEE1,1,2035,1.0
REGION1,SEHFCHPH3,SEE1,1,2036,1.0
REGION1,SEHFCHPH3,SEE1,1,2037,1.0
REGION1,SEHFCHPH3,SEE1,1,2038,1.0
REGION1,SEHFCHPH3,SEE1,1,2039,1.0
REGION1,SEHFCHPH3,SEE1,1,2040,1.0
REGION1,SEHFCHPH3,SEE1,1,2041,1.0
REGION1,SEHFCHPH3,SEE1,1,2042,1.0
REGION1,SEHFCHPH3,SEE1,1,2043,1.0
REGION1,SEHFCHPH3,SEE1,1,2044,1.0
REGION1,SEHFCHPH3,SEE1,1,2045,1.0
REGION1,SEHFCHPH3,SEE1,1,2046,1.0
REGION1,SEHFCHPH3,SEE1,1,2047,1.0
REGION1,SEHFCHPH3,SEE1,1,2048,1.0
REGION1,SEHFCHPH3,SEE1,1,2049,1.0
REGION1,SEHFCHPH3,SEE1,1,2050,1.0
REGION1,SEHFCHPH3,SEE1,1,2051,1.0
REGION1,SEHFCHPH3,SEE1,1,2052,1.0
REGION1,SEHFCHPH3,SEE1,1,2053,1.0
REGION1,SEHFCHPH3,SEE1,1,2054,1.0
REGION1,SEHFCHPH3,SEE1,1,2055,1.0
REGION1,SEHFCHPH3,SEE1,1,2056,1.0
REGION1,SEHFCHPH3,SEE1,1,2057,1.0
REGION1,SEHFCHPH3,SEE1,1,2058,1.0
REGION1,SEHFCHPH3,SEE1,1,2059,1.0
REGION1,SEHFCHPH3,SEE1,1,2060,1.0
REGION1,SEHFGCPH3,SEE1,1,2015,1.0
REGION1,SEHFGCPH3,SEE1,1,2016,1.0
REGION1,SEHFGCPH3,SEE1,1,2017,1.0
REGION1,SEHFGCPH3,SEE1,1,2018,1.0
REGION1,SEHFGCPH3,SEE1,1,2019,1.0
REGION1,SEHFGCPH3,SEE1,1,2020,1.0
REGION1,SEHFGCPH3,SEE1,1,2021,1.0
REGION1,SEHFGCPH3,SEE1,1,2022,1.0
REGION1,SEHFGCPH3,SEE1,1,2023,1.0
REGION1,SEHFGCPH3,SEE1,1,2024,1.0
REGION1,SEHFGCPH3,SEE1,1,2025,1.0
REGION1,SEHFGCPH3,SEE1,1,2026,1.0
REGION1,SEHFGCPH3,SEE1,1,2027,1.0
REGION1,SEHFGCPH3,SEE1,1,2028,1.0
REGION1,SEHFGCPH3,SEE1,1,2029,1.0
REGION1,SEHFGCPH3,SEE1,1,2030,1.0
REGION1,SEHFGCPH3,SEE1,1,2031,1.0
REGION1,SEHFGCPH3,SEE1,1,2032,1.0
REGION1,SEHFGCPH3,SEE1,1,2033,1.0
REGION1,SEHFGCPH3,SEE1,1,2034,1.0
REGION1,SEHFGCPH3,SEE1,1,2035,1.0
REGION1,SEHFGCPH3,SEE1,1,2036,1.0
REGION1,SEHFGCPH3,SEE1,1,2037,1.0
REGION1,SEHFGCPH3,SEE1,1,2038,1.0
REGION1,SEHFGCPH3,SEE1,1,2039,1.0
REGION1,SEHFGCPH3,SEE1,1,2040,1.0
REGION1,SEHFGCPH3,SEE1,1,2041,1.0
REGION1,SEHFGCPH3,SEE1,1,2042,1.0
REGION1,SEHFGCPH3,SEE1,1,2043,1.0
REGION1,SEHFGCPH3,SEE1,1,2044,1.0
REGION1,SEHFGCPH3,SEE1,1,2045,1.0
REGION1,SEHFGCPH3,SEE1,1,2046,1.0
REGION1,SEHFGCPH3,SEE1,1,2047,1.0
REGION1,SEHFGCPH3,SEE1,1,2048,1.0
